invoice_id,branch,city,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total_revenue,profit,dates,,category,avg rating,,
3100,WALM083,Farmers Branch,Fashion accessories,62,2,0020-07-20,14:52:00,Ewallet,7,0.33,124,40.92,0020-07-20,,,,,
3101,WALM093,Angleton,Home and lifestyle,21,3,0023-01-26,07:44:00,Ewallet,9,0.33,63,20.79,0023-01-26,,,,,
3102,WALM042,Bryan,Fashion accessories,81,1,0021-12-29,14:54:00,Ewallet,8,0.48,81,38.88,0021-12-29,,,,,
3103,WALM002,Dallas,Home and lifestyle,83,1,0022-01-22,08:46:00,Ewallet,8,0.36,83,29.88,0022-01-22,,,,,
3104,WALM057,Euless,Fashion accessories,46,3,0023-08-30,18:56:00,Ewallet,4,0.33,138,45.54,0023-08-30,,,,,
3105,WALM033,Pearland,Home and lifestyle,18,3,0020-02-03,13:16:00,Ewallet,9,0.48,54,25.92,0020-02-03,,,,,
3106,WALM066,Grapevine,Fashion accessories,16,2,0020-12-02,13:08:00,Ewallet,7,0.33,32,10.56,0020-12-02,,,,,
3107,WALM092,Lake Jackson,Home and lifestyle,18,1,0022-07-01,09:46:00,Ewallet,8,0.33,18,5.94,0022-07-01,,,,,
3108,WALM022,Mesquite,Fashion accessories,78,3,0020-05-06,18:01:00,Ewallet,5,0.48,234,112.32,0020-05-06,,,,,
3109,WALM005,Fort Worth,Home and lifestyle,31,2,0022-07-02,13:28:00,Ewallet,5,0.48,62,29.76,0022-07-02,,,,,
3110,WALM039,Longview,Fashion accessories,15,1,0023-01-07,10:30:00,Ewallet,9,0.48,15,7.2,0023-01-07,,,,,
3111,WALM004,Austin,Home and lifestyle,32,2,0021-09-14,09:34:00,Ewallet,6,0.48,64,30.72,0021-09-14,,,,,
3112,WALM079,La Porte,Fashion accessories,37,3,0023-11-09,22:01:00,Ewallet,5,0.33,111,36.63,0023-11-09,,,,,
3113,WALM085,Kerrville,Home and lifestyle,54,1,0023-05-08,20:01:00,Ewallet,4,0.33,54,17.82,0023-05-08,,,,,
3114,WALM021,McAllen,Fashion accessories,74,1,0021-04-22,10:03:00,Ewallet,6,0.48,74,35.52,0021-04-22,,,,,
3115,WALM001,Houston,Home and lifestyle,35,1,0021-11-19,17:54:00,Ewallet,4,0.36,35,12.6,0021-11-19,,,,,
3116,WALM010,Laredo,Fashion accessories,68,3,0023-06-28,19:49:00,Ewallet,7,0.48,204,97.92,0023-06-28,,,,,
3117,WALM037,League City,Home and lifestyle,28,1,0020-11-18,19:49:00,Ewallet,7,0.48,28,13.44,0020-11-18,,,,,
3118,WALM062,Galveston,Fashion accessories,63,3,0020-08-13,08:21:00,Ewallet,8,0.33,189,62.37,0020-08-13,,,,,
3119,WALM047,Flower Mound,Home and lifestyle,74,2,0022-04-21,19:33:00,Ewallet,4,0.48,148,71.04,0022-04-21,,,,,
3120,WALM093,Angleton,Fashion accessories,55,2,0021-09-10,20:42:00,Ewallet,7,0.33,110,36.3,0021-09-10,,,,,
3121,WALM005,Fort Worth,Home and lifestyle,18,3,0021-02-15,22:27:00,Ewallet,9,0.48,54,25.92,0021-02-15,,,,,
3122,WALM045,Missouri City,Fashion accessories,56,3,0022-10-21,15:11:00,Credit card,8,0.48,168,80.64,0022-10-21,,,,,
3123,WALM048,Harlingen,Home and lifestyle,15,2,0021-12-07,06:51:00,Ewallet,8,0.48,30,14.4,0021-12-07,,,,,
3124,WALM098,Mineral Wells,Fashion accessories,49,2,0021-11-08,10:07:00,Ewallet,6,0.18,98,17.64,0021-11-08,,,,,
3125,WALM068,Burleson,Home and lifestyle,50,2,0021-03-02,09:22:00,Ewallet,4,0.33,100,33,0021-03-02,,,,,
3126,WALM011,Lubbock,Fashion accessories,52,3,0020-12-23,15:09:00,Ewallet,8,0.48,156,74.88,0020-12-23,,,,,
3127,WALM008,Corpus Christi,Home and lifestyle,57,3,0020-07-03,19:25:00,Ewallet,8,0.48,171,82.08,0020-07-03,,,,,
3128,WALM033,Pearland,Fashion accessories,21,1,0020-03-07,19:10:00,Ewallet,8,0.48,21,10.08,0020-03-07,,,,,
3129,WALM007,Arlington,Home and lifestyle,40,1,0022-03-20,11:34:00,Ewallet,8,0.48,40,19.2,0022-03-20,,,,,
3130,WALM079,La Porte,Fashion accessories,63,1,0023-01-25,16:07:00,Ewallet,5,0.33,63,20.79,0023-01-25,,,,,
3131,WALM034,College Station,Home and lifestyle,27,1,0021-04-17,13:00:00,Ewallet,4,0.48,27,12.96,0021-04-17,,,,,
3132,WALM005,Fort Worth,Fashion accessories,57,3,0023-05-29,14:36:00,Ewallet,7,0.48,171,82.08,0023-05-29,,,,,
3133,WALM004,Austin,Home and lifestyle,82,3,0020-06-26,12:45:00,Ewallet,6,0.48,246,118.08,0020-06-26,,,,,
3134,WALM040,Edinburg,Fashion accessories,85,2,0020-08-29,21:39:00,Ewallet,4,0.48,170,81.6,0020-08-29,,,,,
3135,WALM096,Eagle Pass,Home and lifestyle,85,1,0020-08-19,19:09:00,Ewallet,8,0.33,85,28.05,0020-08-19,,,,,
3136,WALM088,Cleburne,Fashion accessories,58,2,0022-07-17,08:44:00,Ewallet,4,0.33,116,38.28,0022-07-17,,,,,
3137,WALM071,Lufkin,Home and lifestyle,36,3,0022-06-12,13:08:00,Ewallet,6,0.33,108,35.64,0022-06-12,,,,,
3138,WALM060,DeSoto,Fashion accessories,43,2,0021-09-18,10:18:00,Ewallet,6,0.33,86,28.38,0021-09-18,,,,,
3139,WALM017,McKinney,Home and lifestyle,45,3,0023-10-07,06:39:00,Ewallet,6,0.48,135,64.8,0023-10-07,,,,,
3140,WALM053,Conroe,Fashion accessories,40,1,0021-05-13,09:10:00,Ewallet,4,0.21,40,8.4,0021-05-13,,,,,
3141,WALM091,Little Elm,Home and lifestyle,49,2,0022-03-01,12:25:00,Ewallet,6,0.33,98,32.34,0022-03-01,,,,,
3142,WALM004,Austin,Fashion accessories,67,2,0020-02-10,07:49:00,Ewallet,6,0.48,134,64.32,0020-02-10,,,,,
3143,WALM042,Bryan,Home and lifestyle,25,3,0021-09-10,18:20:00,Ewallet,6,0.48,75,36,0021-09-10,,,,,
3144,WALM092,Lake Jackson,Fashion accessories,61,3,0022-05-22,16:15:00,Ewallet,6,0.33,183,60.39,0022-05-22,,,,,
3145,WALM045,Missouri City,Home and lifestyle,64,3,0020-05-05,13:36:00,Credit card,8,0.48,192,92.16,0020-05-05,,,,,
3146,WALM053,Conroe,Fashion accessories,77,1,0021-04-17,17:12:00,Ewallet,7,0.21,77,16.17,0021-04-17,,,,,
3147,WALM083,Farmers Branch,Home and lifestyle,85,2,0021-02-13,22:58:00,Ewallet,8,0.33,170,56.1,0021-02-13,,,,,
3148,WALM001,Houston,Fashion accessories,54,1,0020-04-07,19:20:00,Ewallet,5,0.36,54,19.44,0020-04-07,,,,,
3149,WALM094,Alamo,Home and lifestyle,60,1,0021-10-22,13:06:00,Ewallet,6,0.33,60,19.8,0021-10-22,,,,,
3150,WALM023,Midland,Fashion accessories,78,3,0023-04-27,16:52:00,Ewallet,9,0.48,234,112.32,0023-04-27,,,,,
3151,WALM051,New Braunfels,Home and lifestyle,64,1,0023-09-26,12:03:00,Ewallet,8,0.48,64,30.72,0023-09-26,,,,,
3152,WALM019,Pasadena,Fashion accessories,63,2,0022-09-30,19:15:00,Ewallet,7,0.48,126,60.48,0022-09-30,,,,,
3153,WALM011,Lubbock,Home and lifestyle,58,3,0023-10-30,14:54:00,Ewallet,8,0.48,174,83.52,0023-10-30,,,,,
3154,WALM015,Grand Prairie,Fashion accessories,62,2,0021-06-03,09:24:00,Ewallet,5,0.48,124,59.52,0021-06-03,,,,,
3155,WALM008,Corpus Christi,Home and lifestyle,52,3,0021-05-08,21:07:00,Ewallet,6,0.48,156,74.88,0021-05-08,,,,,
3156,WALM049,North Richland Hills,Fashion accessories,43,3,0020-12-18,08:38:00,Ewallet,5,0.48,129,61.92,0020-12-18,,,,,
3157,WALM040,Edinburg,Home and lifestyle,21,1,0021-10-26,07:17:00,Ewallet,4,0.48,21,10.08,0021-10-26,,,,,
3158,WALM057,Euless,Fashion accessories,30,3,0020-03-26,18:40:00,Ewallet,4,0.33,90,29.7,0020-03-26,,,,,
3159,WALM076,Huntsville,Home and lifestyle,47,3,0021-08-12,19:16:00,Ewallet,8,0.33,141,46.53,0021-08-12,,,,,
3160,WALM053,Conroe,Fashion accessories,42,1,0023-06-26,06:58:00,Ewallet,9,0.21,42,8.82,0023-06-26,,,,,
3161,WALM064,Bedford,Home and lifestyle,63,1,0022-05-07,15:23:00,Ewallet,9,0.33,63,20.79,0022-05-07,,,,,
3162,WALM007,Arlington,Fashion accessories,51,2,0023-07-27,09:53:00,Ewallet,8,0.48,102,48.96,0023-07-27,,,,,
3163,WALM061,Cedar Park,Home and lifestyle,54,3,0021-09-30,06:49:00,Ewallet,5,0.33,162,53.46,0021-09-30,,,,,
3164,WALM100,Canyon,Fashion accessories,17,3,0023-09-28,12:53:00,Ewallet,6,0.18,51,9.18,0023-09-28,,,,,
3165,WALM080,Nacogdoches,Home and lifestyle,51,2,0020-06-28,21:27:00,Ewallet,6,0.33,102,33.66,0020-06-28,,,,,
3166,WALM071,Lufkin,Fashion accessories,30,2,0022-09-07,18:19:00,Ewallet,8,0.33,60,19.8,0022-09-07,,,,,
3167,WALM047,Flower Mound,Home and lifestyle,33,2,0023-06-15,10:00:00,Ewallet,7,0.48,66,31.68,0023-06-15,,,,,
3168,WALM052,Mansfield,Fashion accessories,43,1,0021-05-01,09:15:00,Ewallet,7,0.57,43,24.51,0021-05-01,,,,,
3169,WALM015,Grand Prairie,Home and lifestyle,42,3,0022-05-01,09:56:00,Ewallet,5,0.48,126,60.48,0022-05-01,,,,,
3170,WALM063,Georgetown,Fashion accessories,53,3,0023-02-21,12:01:00,Ewallet,4,0.33,159,52.47,0023-02-21,,,,,
3171,WALM047,Flower Mound,Home and lifestyle,71,3,0023-05-06,07:03:00,Ewallet,6,0.48,213,102.24,0023-05-06,,,,,
3172,WALM076,Huntsville,Fashion accessories,24,1,0021-01-12,09:32:00,Ewallet,8,0.33,24,7.92,0021-01-12,,,,,
3173,WALM012,Garland,Home and lifestyle,72,3,0021-03-30,21:38:00,Ewallet,4,0.48,216,103.68,0021-03-30,,,,,
3174,WALM071,Lufkin,Fashion accessories,37,2,0022-01-05,06:28:00,Ewallet,4,0.33,74,24.42,0022-01-05,,,,,
3175,WALM059,Pflugerville,Home and lifestyle,44,3,0021-07-01,13:33:00,Ewallet,6,0.33,132,43.56,0021-07-01,,,,,
3176,WALM026,Denton,Fashion accessories,41,3,0023-06-25,21:37:00,Ewallet,5,0.48,123,59.04,0023-06-25,,,,,
3177,WALM018,Frisco,Home and lifestyle,18,2,0022-10-10,18:24:00,Ewallet,6,0.48,36,17.28,0022-10-10,,,,,
3178,WALM096,Eagle Pass,Fashion accessories,53,2,0021-06-26,17:52:00,Ewallet,9,0.18,106,19.08,0021-06-26,,,,,
3179,WALM062,Galveston,Home and lifestyle,80,1,0023-10-04,15:10:00,Ewallet,6,0.33,80,26.4,0023-10-04,,,,,
3180,WALM049,North Richland Hills,Fashion accessories,36,1,0021-10-27,10:38:00,Ewallet,6,0.48,36,17.28,0021-10-27,,,,,
3181,WALM027,Abilene,Home and lifestyle,82,1,0021-01-03,14:34:00,Ewallet,4,0.48,82,39.36,0021-01-03,,,,,
3182,WALM057,Euless,Fashion accessories,69,2,0020-03-25,22:24:00,Ewallet,6,0.33,138,45.54,0020-03-25,,,,,
3183,WALM039,Longview,Home and lifestyle,52,1,0023-11-11,07:32:00,Ewallet,8,0.48,52,24.96,0023-11-11,,,,,
3184,WALM014,Amarillo,Fashion accessories,48,3,0023-05-31,17:52:00,Ewallet,7,0.48,144,69.12,0023-05-31,,,,,
3185,WALM058,Port Arthur,Home and lifestyle,80,2,0020-03-19,13:01:00,Ewallet,9,0.33,160,52.8,0020-03-19,,,,,
3186,WALM009,Plano,Fashion accessories,75,1,0021-05-09,16:30:00,Ewallet,6,0.48,75,36,0021-05-09,,,,,
3187,WALM096,Eagle Pass,Home and lifestyle,50,1,0022-10-27,20:53:00,Ewallet,6,0.33,50,16.5,0022-10-27,,,,,
3188,WALM081,Friendswood,Fashion accessories,37,3,0020-05-27,21:37:00,Ewallet,9,0.33,111,36.63,0020-05-27,,,,,
3189,WALM004,Austin,Home and lifestyle,72,1,0022-01-28,15:15:00,Ewallet,6,0.48,72,34.56,0022-01-28,,,,,
3190,WALM085,Kerrville,Fashion accessories,21,2,0023-07-20,22:05:00,Ewallet,6,0.33,42,13.86,0023-07-20,,,,,
3191,WALM016,Brownsville,Home and lifestyle,60,1,0023-09-05,07:28:00,Ewallet,5,0.48,60,28.8,0023-09-05,,,,,
3192,WALM057,Euless,Fashion accessories,23,3,0020-11-04,16:14:00,Ewallet,5,0.33,69,22.77,0020-11-04,,,,,
3193,WALM005,Fort Worth,Home and lifestyle,35,3,0022-09-15,07:31:00,Ewallet,9,0.48,105,50.4,0022-09-15,,,,,
3194,WALM022,Mesquite,Fashion accessories,48,3,0023-12-11,18:01:00,Ewallet,4,0.48,144,69.12,0023-12-11,,,,,
3195,WALM028,Odessa,Home and lifestyle,56,2,0022-06-09,08:03:00,Ewallet,6,0.48,112,53.76,0022-06-09,,,,,
3196,WALM015,Grand Prairie,Fashion accessories,20,2,0021-12-10,12:08:00,Ewallet,5,0.48,40,19.2,0021-12-10,,,,,
3197,WALM085,Kerrville,Home and lifestyle,51,3,0022-04-03,19:26:00,Ewallet,7,0.33,153,50.49,0022-04-03,,,,,
3198,WALM063,Georgetown,Fashion accessories,47,1,0020-01-05,08:21:00,Ewallet,9,0.33,47,15.51,0020-01-05,,,,,
3199,WALM022,Mesquite,Home and lifestyle,41,3,0023-11-22,07:13:00,Ewallet,5,0.48,123,59.04,0023-11-22,,,,,
3200,WALM096,Eagle Pass,Fashion accessories,82,1,0021-08-02,16:50:00,Ewallet,9,0.18,82,14.76,0021-08-02,,,,,
3201,WALM017,McKinney,Home and lifestyle,30,3,0020-09-28,18:31:00,Ewallet,5,0.48,90,43.2,0020-09-28,,,,,
3202,WALM019,Pasadena,Fashion accessories,67,1,0020-11-27,11:56:00,Ewallet,9,0.48,67,32.16,0020-11-27,,,,,
3203,WALM097,Alice,Home and lifestyle,34,1,0021-11-22,22:27:00,Ewallet,8,0.18,34,6.12,0021-11-22,,,,,
3204,WALM021,McAllen,Fashion accessories,80,1,0020-10-14,14:14:00,Ewallet,8,0.48,80,38.4,0020-10-14,,,,,
3205,WALM043,Baytown,Home and lifestyle,22,1,0020-12-12,20:46:00,Ewallet,4,0.48,22,10.56,0020-12-12,,,,,
3206,WALM053,Conroe,Fashion accessories,47,3,0023-10-07,10:56:00,Ewallet,6,0.21,141,29.61,0023-10-07,,,,,
3207,WALM018,Frisco,Home and lifestyle,51,1,0021-03-10,17:45:00,Ewallet,7,0.48,51,24.48,0021-03-10,,,,,
3208,WALM030,Richardson,Fashion accessories,58,1,0022-07-09,08:26:00,Ewallet,4,0.48,58,27.84,0022-07-09,,,,,
3209,WALM063,Georgetown,Home and lifestyle,32,2,0021-10-30,16:31:00,Ewallet,6,0.33,64,21.12,0021-10-30,,,,,
3210,WALM043,Baytown,Fashion accessories,30,1,0020-06-12,19:18:00,Ewallet,6,0.48,30,14.4,0020-06-12,,,,,
3211,WALM097,Alice,Home and lifestyle,37,1,0020-08-25,17:38:00,Ewallet,4,0.18,37,6.66,0020-08-25,,,,,
3212,WALM078,Del Rio,Fashion accessories,53,3,0022-01-22,09:14:00,Ewallet,7,0.33,159,52.47,0022-01-22,,,,,
3213,WALM043,Baytown,Home and lifestyle,56,2,0020-02-18,11:22:00,Ewallet,8,0.48,112,53.76,0020-02-18,,,,,
3214,WALM077,Coppell,Fashion accessories,72,2,0021-10-17,07:48:00,Ewallet,6,0.33,144,47.52,0021-10-17,,,,,
3215,WALM100,Canyon,Home and lifestyle,60,1,0023-11-27,08:20:00,Ewallet,4,0.18,60,10.8,0023-11-27,,,,,
3216,WALM018,Frisco,Fashion accessories,40,1,0021-09-12,16:39:00,Ewallet,6,0.48,40,19.2,0021-09-12,,,,,
3217,WALM012,Garland,Home and lifestyle,19,3,0020-09-11,18:16:00,Ewallet,4,0.48,57,27.36,0020-09-11,,,,,
3218,WALM095,Big Spring,Fashion accessories,66,2,0022-08-26,07:18:00,Ewallet,6,0.33,132,43.56,0022-08-26,,,,,
3219,WALM028,Odessa,Home and lifestyle,54,1,0021-12-18,22:42:00,Ewallet,5,0.48,54,25.92,0021-12-18,,,,,
3220,WALM066,Grapevine,Fashion accessories,80,3,0022-08-31,20:41:00,Ewallet,7,0.33,240,79.2,0022-08-31,,,,,
3221,WALM070,Hurst,Home and lifestyle,50,1,0021-11-21,22:00:00,Ewallet,7,0.33,50,16.5,0021-11-21,,,,,
3222,WALM062,Galveston,Fashion accessories,58,3,0021-08-03,20:16:00,Ewallet,7,0.33,174,57.42,0021-08-03,,,,,
3223,WALM036,Allen,Home and lifestyle,31,1,0022-10-17,11:35:00,Ewallet,5,0.48,31,14.88,0022-10-17,,,,,
3224,WALM083,Farmers Branch,Fashion accessories,29,1,0020-08-01,14:33:00,Ewallet,7,0.33,29,9.57,0020-08-01,,,,,
3225,WALM001,Houston,Home and lifestyle,31,3,0021-12-28,10:06:00,Ewallet,6,0.36,93,33.48,0021-12-28,,,,,
3226,WALM017,McKinney,Fashion accessories,85,3,0021-12-26,19:47:00,Ewallet,5,0.48,255,122.4,0021-12-26,,,,,
3227,WALM037,League City,Home and lifestyle,83,2,0020-09-03,14:34:00,Ewallet,4,0.48,166,79.68,0020-09-03,,,,,
3228,WALM005,Fort Worth,Fashion accessories,25,1,0021-11-08,08:52:00,Ewallet,5,0.48,25,12,0021-11-08,,,,,
3229,WALM044,Pharr,Home and lifestyle,60,2,0023-10-24,13:43:00,Ewallet,7,0.48,120,57.6,0023-10-24,,,,,
3230,WALM068,Burleson,Fashion accessories,76,3,0021-10-11,06:46:00,Ewallet,7,0.33,228,75.24,0021-10-11,,,,,
3231,WALM008,Corpus Christi,Home and lifestyle,57,2,0021-10-12,22:48:00,Ewallet,8,0.48,114,54.72,0021-10-12,,,,,
3232,WALM010,Laredo,Fashion accessories,74,3,0021-09-07,22:56:00,Ewallet,6,0.48,222,106.56,0021-09-07,,,,,
3233,WALM094,Alamo,Home and lifestyle,51,3,0021-10-06,14:43:00,Ewallet,4,0.33,153,50.49,0021-10-06,,,,,
3234,WALM013,Irving,Fashion accessories,35,3,0023-11-17,20:44:00,Ewallet,5,0.48,105,50.4,0023-11-17,,,,,
3235,WALM077,Coppell,Home and lifestyle,20,2,0021-12-07,17:13:00,Ewallet,7,0.33,40,13.2,0021-12-07,,,,,
3236,WALM088,Cleburne,Fashion accessories,65,1,0023-08-13,20:22:00,Ewallet,5,0.33,65,21.45,0023-08-13,,,,,
3237,WALM020,Killeen,Home and lifestyle,64,3,0020-09-15,15:55:00,Ewallet,8,0.48,192,92.16,0020-09-15,,,,,
3238,WALM062,Galveston,Fashion accessories,61,1,0021-12-01,15:14:00,Ewallet,4,0.33,61,20.13,0021-12-01,,,,,
3239,WALM004,Austin,Home and lifestyle,16,1,0020-08-23,08:27:00,Ewallet,6,0.48,16,7.68,0020-08-23,,,,,
3240,WALM063,Georgetown,Fashion accessories,68,1,0020-08-11,08:36:00,Ewallet,7,0.33,68,22.44,0020-08-11,,,,,
3241,WALM080,Nacogdoches,Home and lifestyle,70,3,0020-12-03,18:43:00,Ewallet,8,0.33,210,69.3,0020-12-03,,,,,
3242,WALM042,Bryan,Fashion accessories,76,1,0021-08-11,09:42:00,Ewallet,4,0.48,76,36.48,0021-08-11,,,,,
3243,WALM061,Cedar Park,Home and lifestyle,84,2,0022-12-01,19:09:00,Ewallet,8,0.33,168,55.44,0022-12-01,,,,,
3244,WALM066,Grapevine,Fashion accessories,18,2,0020-10-23,10:27:00,Ewallet,7,0.33,36,11.88,0020-10-23,,,,,
3245,WALM044,Pharr,Home and lifestyle,71,1,0023-09-10,14:27:00,Ewallet,5,0.48,71,34.08,0023-09-10,,,,,
3246,WALM076,Huntsville,Fashion accessories,44,3,0023-12-28,14:12:00,Ewallet,6,0.33,132,43.56,0023-12-28,,,,,
3247,WALM093,Angleton,Home and lifestyle,27,1,0020-12-20,16:54:00,Ewallet,7,0.33,27,8.91,0020-12-20,,,,,
3248,WALM031,Lewisville,Fashion accessories,52,1,0023-10-08,20:48:00,Ewallet,7,0.48,52,24.96,0023-10-08,,,,,
3249,WALM071,Lufkin,Home and lifestyle,23,3,0023-09-06,15:11:00,Ewallet,5,0.33,69,22.77,0023-09-06,,,,,
3250,WALM027,Abilene,Fashion accessories,51,2,0020-12-24,12:28:00,Ewallet,9,0.48,102,48.96,0020-12-24,,,,,
3251,WALM041,Mission,Home and lifestyle,71,1,0020-11-05,07:48:00,Ewallet,6,0.48,71,34.08,0020-11-05,,,,,
3252,WALM030,Richardson,Fashion accessories,30,1,0023-11-27,20:18:00,Ewallet,7,0.48,30,14.4,0023-11-27,,,,,
3253,WALM024,Carrollton,Home and lifestyle,80,3,0020-10-12,14:00:00,Ewallet,4,0.48,240,115.2,0020-10-12,,,,,
3254,WALM071,Lufkin,Fashion accessories,54,1,0020-09-30,13:31:00,Ewallet,5,0.33,54,17.82,0020-09-30,,,,,
3255,WALM004,Austin,Home and lifestyle,15,2,0020-12-28,17:52:00,Ewallet,6,0.48,30,14.4,0020-12-28,,,,,
3256,WALM072,Lancaster,Fashion accessories,16,1,0020-08-28,13:14:00,Ewallet,7,0.33,16,5.28,0020-08-28,,,,,
3257,WALM067,Haltom City,Home and lifestyle,36,3,0023-12-03,15:41:00,Ewallet,6,0.33,108,35.64,0023-12-03,,,,,
3258,WALM077,Coppell,Fashion accessories,58,2,0021-12-15,16:30:00,Ewallet,8,0.33,116,38.28,0021-12-15,,,,,
3259,WALM070,Hurst,Home and lifestyle,63,1,0020-08-11,19:28:00,Ewallet,5,0.33,63,20.79,0020-08-11,,,,,
3260,WALM058,Port Arthur,Fashion accessories,29,3,0023-08-23,21:12:00,Ewallet,8,0.33,87,28.71,0023-08-23,,,,,
3261,WALM067,Haltom City,Home and lifestyle,31,2,0020-12-05,14:06:00,Ewallet,9,0.33,62,20.46,0020-12-05,,,,,
3262,WALM009,Plano,Fashion accessories,22,3,0022-08-17,13:36:00,Ewallet,8,0.48,66,31.68,0022-08-17,,,,,
3263,WALM060,DeSoto,Home and lifestyle,45,1,0023-08-16,19:59:00,Ewallet,8,0.33,45,14.85,0023-08-16,,,,,
3264,WALM098,Mineral Wells,Fashion accessories,72,1,0021-08-22,15:13:00,Ewallet,6,0.18,72,12.96,0021-08-22,,,,,
3265,WALM022,Mesquite,Home and lifestyle,68,3,0023-11-16,15:59:00,Ewallet,6,0.48,204,97.92,0023-11-16,,,,,
3266,WALM093,Angleton,Fashion accessories,26,2,0023-12-16,20:40:00,Ewallet,8,0.33,52,17.16,0023-12-16,,,,,
3267,WALM094,Alamo,Home and lifestyle,22,2,0022-10-27,06:13:00,Ewallet,9,0.33,44,14.52,0022-10-27,,,,,
3268,WALM059,Pflugerville,Fashion accessories,52,1,0020-11-21,07:00:00,Ewallet,5,0.33,52,17.16,0020-11-21,,,,,
3269,WALM080,Nacogdoches,Home and lifestyle,30,3,0020-08-19,11:44:00,Ewallet,5,0.33,90,29.7,0020-08-19,,,,,
3270,WALM066,Grapevine,Fashion accessories,68,3,0023-10-04,21:20:00,Ewallet,8,0.33,204,67.32,0023-10-04,,,,,
3271,WALM094,Alamo,Home and lifestyle,66,3,0022-08-04,16:23:00,Ewallet,5,0.33,198,65.34,0022-08-04,,,,,
3272,WALM017,McKinney,Fashion accessories,74,3,0021-10-09,11:17:00,Ewallet,8,0.48,222,106.56,0021-10-09,,,,,
3273,WALM028,Odessa,Home and lifestyle,15,3,0023-09-25,21:32:00,Ewallet,6,0.48,45,21.6,0023-09-25,,,,,
3274,WALM096,Eagle Pass,Fashion accessories,62,3,0022-08-11,22:24:00,Ewallet,5,0.18,186,33.48,0022-08-11,,,,,
3275,WALM096,Eagle Pass,Home and lifestyle,82,2,0023-10-24,07:37:00,Ewallet,8,0.33,164,54.12,0023-10-24,,,,,
3276,WALM012,Garland,Fashion accessories,34,2,0023-09-01,19:38:00,Ewallet,4,0.48,68,32.64,0023-09-01,,,,,
3277,WALM095,Big Spring,Home and lifestyle,60,1,0020-11-18,14:26:00,Ewallet,6,0.33,60,19.8,0020-11-18,,,,,
3278,WALM011,Lubbock,Fashion accessories,46,1,0023-09-24,16:31:00,Ewallet,7,0.48,46,22.08,0023-09-24,,,,,
3279,WALM064,Bedford,Home and lifestyle,73,3,0020-10-21,09:30:00,Ewallet,5,0.33,219,72.27,0020-10-21,,,,,
3280,WALM045,Missouri City,Fashion accessories,80,1,0022-11-13,16:04:00,Credit card,6,0.48,80,38.4,0022-11-13,,,,,
3281,WALM047,Flower Mound,Home and lifestyle,25,1,0022-08-22,13:31:00,Ewallet,7,0.48,25,12,0022-08-22,,,,,
3282,WALM037,League City,Fashion accessories,85,3,0022-10-25,17:41:00,Ewallet,8,0.48,255,122.4,0022-10-25,,,,,
3283,WALM098,Mineral Wells,Home and lifestyle,33,2,0020-09-15,21:10:00,Ewallet,8,0.18,66,11.88,0020-09-15,,,,,
3284,WALM078,Del Rio,Fashion accessories,82,1,0021-12-09,08:08:00,Ewallet,6,0.33,82,27.06,0021-12-09,,,,,
3285,WALM077,Coppell,Home and lifestyle,16,1,0022-08-02,20:36:00,Ewallet,4,0.33,16,5.28,0022-08-02,,,,,
3286,WALM064,Bedford,Fashion accessories,75,2,0021-12-09,10:54:00,Ewallet,9,0.33,150,49.5,0021-12-09,,,,,
3287,WALM044,Pharr,Home and lifestyle,69,1,0022-12-06,14:59:00,Ewallet,6,0.48,69,33.12,0022-12-06,,,,,
3288,WALM016,Brownsville,Fashion accessories,34,3,0021-08-07,21:29:00,Ewallet,8,0.48,102,48.96,0021-08-07,,,,,
3289,WALM071,Lufkin,Home and lifestyle,19,3,0022-12-18,18:21:00,Ewallet,7,0.33,57,18.81,0022-12-18,,,,,
3290,WALM079,La Porte,Fashion accessories,21,1,0020-12-04,14:51:00,Ewallet,9,0.33,21,6.93,0020-12-04,,,,,
3291,WALM026,Denton,Home and lifestyle,46,2,0020-12-02,17:01:00,Ewallet,6,0.48,92,44.16,0020-12-02,,,,,
3292,WALM006,El Paso,Fashion accessories,39,2,0021-10-27,10:08:00,Ewallet,8,0.48,78,37.44,0021-10-27,,,,,
3293,WALM018,Frisco,Home and lifestyle,33,2,0022-10-04,19:08:00,Ewallet,7,0.48,66,31.68,0022-10-04,,,,,
3294,WALM015,Grand Prairie,Fashion accessories,51,1,0021-12-12,06:19:00,Ewallet,4,0.48,51,24.48,0021-12-12,,,,,
3295,WALM053,Conroe,Home and lifestyle,34,3,0021-10-18,15:08:00,Ewallet,7,0.57,102,58.14,0021-10-18,,,,,
3296,WALM014,Amarillo,Fashion accessories,74,3,0023-09-29,07:40:00,Ewallet,8,0.48,222,106.56,0023-09-29,,,,,
3297,WALM080,Nacogdoches,Home and lifestyle,85,1,0020-10-01,20:26:00,Ewallet,7,0.33,85,28.05,0020-10-01,,,,,
3298,WALM093,Angleton,Fashion accessories,74,3,0023-12-03,12:01:00,Ewallet,5,0.33,222,73.26,0023-12-03,,,,,
3299,WALM012,Garland,Home and lifestyle,55,3,0021-10-10,21:13:00,Ewallet,6,0.48,165,79.2,0021-10-10,,,,,
3300,WALM081,Friendswood,Fashion accessories,58,2,0022-08-13,16:38:00,Ewallet,4,0.33,116,38.28,0022-08-13,,,,,
